Region,Market,Chart,Name,Unit,Source,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
Czechia,Confectionery & Snacks,Average Volume per Capita,Snack Food,kilograms,Statista,8.273,8.249,8.434,8.461,8.3,8.575,8.637,8.745,8.771,8.841,9.036,9.235,9.423,9.491
Czechia,Confectionery,Users by Age,18-24 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,11.479,,,,,,
Czechia,Confectionery,Users by Age,25-34 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,24.903,,,,,,
Czechia,Confectionery,Users by Age,35-44 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,26.848,,,,,,
Czechia,Confectionery,Users by Age,45-54 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,23.735,,,,,,
Czechia,Confectionery,Users by Age,55-64 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,13.035,,,,,,
Czechia,Confectionery,Users by Income,high income,percent,Statista|Statista Global Consumer Survey,,,,,,,,33.57,,,,,,
Czechia,Confectionery,Users by Income,low income,percent,Statista|Statista Global Consumer Survey,,,,,,,,31.915,,,,,,
Czechia,Confectionery,Users by Income,medium income,percent,Statista|Statista Global Consumer Survey,,,,,,,,34.515,,,,,,
Czechia,Confectionery,Users by Gender,female,percent,Statista|Statista Global Consumer Survey,,,,,,,,50.389,,,,,,
Czechia,Confectionery,Users by Gender,male,percent,Statista|Statista Global Consumer Survey,,,,,,,,49.611,,,,,,
Czechia,Confectionery,Price per Unit,Average,USD (US$),Statista,4.831,4.079,4.042,4.297,4.691,4.547,4.64,5.182,5.64,5.764,5.859,5.955,6.076,6.16
Czechia,Confectionery,Price per Unit,Chocolate Confectionery,USD (US$),Statista,11.94,9.985,9.999,10.58,11.49,11.06,11.27,12.56,13.69,14,14.28,14.57,14.86,15.15
Czechia,Confectionery,Price per Unit,Ice Cream,USD (US$),Statista,2.476,2.099,2.13,2.284,2.513,2.453,2.505,2.803,3.054,3.125,3.187,3.251,3.316,3.382
Czechia,Confectionery,Price per Unit,Preserved Pastry Goods & Cakes,USD (US$),Statista,4.411,3.717,3.75,3.999,4.374,4.243,4.34,4.855,5.29,5.411,5.52,5.63,5.743,5.857
Czechia,Confectionery,Price per Unit,Sugar Confectionery,USD (US$),Statista,6.563,5.551,5.62,6.014,6.603,6.429,6.564,7.339,7.996,8.18,8.344,8.511,8.681,8.855
Czechia,Confectionery,Revenue,Total,billion USD (US$),Statista,2.48,2.147,2.226,2.445,2.678,2.734,2.816,3.202,3.569,3.731,3.892,4.054,4.238,4.475
Czechia,Confectionery,Revenue,Chocolate Confectionery,billion USD (US$),Statista,0.371,0.33,0.301,0.319,0.338,0.338,0.342,0.382,0.421,0.434,0.439,0.443,0.464,0.463
Czechia,Confectionery,Revenue,Ice Cream,billion USD (US$),Statista,0.235,0.21,0.236,0.263,0.29,0.297,0.306,0.348,0.388,0.405,0.428,0.451,0.471,0.508
Czechia,Confectionery,Revenue,Preserved Pastry Goods & Cakes,billion USD (US$),Statista,1.37,1.167,1.233,1.362,1.498,1.536,1.589,1.814,2.03,2.129,2.23,2.333,2.438,2.595
Czechia,Confectionery,Revenue,Sugar Confectionery,billion USD (US$),Statista,0.504,0.44,0.457,0.502,0.552,0.563,0.579,0.657,0.73,0.762,0.795,0.827,0.864,0.909
Czechia,Confectionery,Revenue Change,Total,percent,Statista,,-13.427,3.68,9.838,9.53,2.091,2.999,13.707,11.462,4.539,4.315,4.162,4.539,5.592
Czechia,Confectionery,Revenue Change,Chocolate Confectionery,percent,Statista,,-11.054,-8.7,5.81,6.181,-0.207,1.244,11.729,10.131,3.28,1.059,0.843,4.72,-0.129
Czechia,Confectionery,Revenue Change,Ice Cream,percent,Statista,,-10.387,11.971,11.37,10.514,2.482,2.994,13.749,11.312,4.514,5.577,5.423,4.457,7.939
Czechia,Confectionery,Revenue Change,Preserved Pastry Goods & Cakes,percent,Statista,,-14.818,5.656,10.462,9.985,2.537,3.451,14.16,11.907,4.877,4.744,4.619,4.501,6.44
Czechia,Confectionery,Revenue Change,Sugar Confectionery,percent,Statista,,-12.654,3.701,9.963,9.837,1.994,2.862,13.599,11.104,4.381,4.25,4.089,4.484,5.183
Czechia,Confectionery,Average Revenue per Capita,Total,USD (US$),Statista,234.1,202.6,209.7,229.8,251.1,255.7,262.9,298.5,332.4,347.2,362,376.9,393.9,416
Czechia,Confectionery,Average Revenue per Capita,Chocolate Confectionery,USD (US$),Statista,35.02,31.12,28.37,29.95,31.73,31.59,31.93,35.62,39.18,40.44,40.84,41.17,43.1,43.04
Czechia,Confectionery,Average Revenue per Capita,Ice Cream,USD (US$),Statista,22.17,19.86,22.2,24.67,27.2,27.81,28.6,32.47,36.11,37.71,39.79,41.93,43.79,47.26
Czechia,Confectionery,Average Revenue per Capita,Preserved Pastry Goods & Cakes,USD (US$),Statista,129.3,110,116.1,128,140.5,143.7,148.4,169.1,189.1,198.1,207.4,216.9,226.6,241.2
Czechia,Confectionery,Average Revenue per Capita,Sugar Confectionery,USD (US$),Statista,47.61,41.54,43.01,47.19,51.71,52.63,54.04,61.3,68.03,70.95,73.92,76.91,80.35,84.51
Czechia,Confectionery,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.723,99.693,99.659,99.621,99.578,99.529,,
Czechia,Confectionery,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.277,0.307,0.341,0.379,0.422,0.471,,
Czechia,Confectionery,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Confectionery,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Confectionery,Volume,Total,million kilograms,Statista,513.252,526.507,550.767,569.037,570.934,601.269,606.844,617.879,632.745,647.305,664.349,680.737,697.469,726.553
Czechia,Confectionery,Volume,Chocolate Confectionery,million kilograms,Statista,31.073,33.039,30.123,30.111,29.456,30.535,30.329,30.415,30.738,31.036,30.749,30.401,31.21,30.558
Czechia,Confectionery,Volume,Ice Cream,million kilograms,Statista,94.837,100.29,110.67,114.923,115.443,121.216,122.244,124.245,126.942,129.686,134.235,138.746,142.072,150.345
Czechia,Confectionery,Volume,Preserved Pastry Goods & Cakes,million kilograms,Statista,310.522,313.836,328.709,340.502,342.506,362.017,366.104,373.632,383.724,393.378,404.108,414.385,424.607,442.97
Czechia,Confectionery,Volume,Sugar Confectionery,million kilograms,Statista,76.82,79.342,81.266,83.501,83.529,87.5,88.167,89.588,91.34,93.205,95.257,97.206,99.58,102.68
Czechia,Confectionery,Volume Change,Total,percent,Statista,,2.583,4.608,3.317,0.333,5.313,0.927,1.818,2.406,2.301,2.633,2.467,2.458,4.17
Czechia,Confectionery,Volume Change,Chocolate Confectionery,percent,Statista,,6.327,-8.826,-0.04,-2.176,3.664,-0.675,0.282,1.064,0.969,-0.925,-1.13,2.662,-2.089
Czechia,Confectionery,Volume Change,Ice Cream,percent,Statista,,5.75,10.35,3.843,0.453,5.001,0.848,1.637,2.171,2.162,3.508,3.36,2.397,5.823
Czechia,Confectionery,Volume Change,Preserved Pastry Goods & Cakes,percent,Statista,,1.067,4.739,3.588,0.589,5.697,1.129,2.056,2.701,2.516,2.728,2.543,2.467,4.325
Czechia,Confectionery,Volume Change,Sugar Confectionery,percent,Statista,,3.283,2.425,2.751,0.033,4.755,0.762,1.611,1.956,2.042,2.201,2.046,2.443,3.113
Czechia,Confectionery,Average Volume per Capita,Total,kilograms,Statista,48.461,49.664,51.867,53.476,53.53,56.25,56.667,57.614,58.932,60.237,61.786,63.285,64.828,67.532
Czechia,Confectionery,Average Volume per Capita,Chocolate Confectionery,kilograms,Statista,2.934,3.116,2.837,2.83,2.762,2.857,2.832,2.836,2.863,2.888,2.86,2.826,2.901,2.84
Czechia,Confectionery,Average Volume per Capita,Ice Cream,kilograms,Statista,8.954,9.46,10.422,10.8,10.824,11.34,11.415,11.585,11.823,12.068,12.484,12.899,13.205,13.974
Czechia,Confectionery,Average Volume per Capita,Preserved Pastry Goods & Cakes,kilograms,Statista,29.319,29.603,30.955,31.999,32.113,33.868,34.187,34.839,35.739,36.607,37.583,38.523,39.466,41.173
Czechia,Confectionery,Average Volume per Capita,Sugar Confectionery,kilograms,Statista,7.253,7.484,7.653,7.847,7.832,8.186,8.233,8.354,8.507,8.674,8.859,9.037,9.256,9.544
Czechia,Snack Food,Users by Age,18-24 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,17.152,,,,,,
Czechia,Snack Food,Users by Age,25-34 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,28.155,,,,,,
Czechia,Snack Food,Users by Age,35-44 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,27.832,,,,,,
Czechia,Snack Food,Users by Age,45-54 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,18.447,,,,,,
Czechia,Snack Food,Users by Age,55-64 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,8.41,,,,,,
Czechia,Snack Food,Users by Income,high income,percent,Statista|Statista Global Consumer Survey,,,,,,,,34.677,,,,,,
Czechia,Snack Food,Users by Income,low income,percent,Statista|Statista Global Consumer Survey,,,,,,,,31.452,,,,,,
Czechia,Snack Food,Users by Income,medium income,percent,Statista|Statista Global Consumer Survey,,,,,,,,33.871,,,,,,
Czechia,Snack Food,Users by Gender,female,percent,Statista|Statista Global Consumer Survey,,,,,,,,46.602,,,,,,
Czechia,Snack Food,Users by Gender,male,percent,Statista|Statista Global Consumer Survey,,,,,,,,53.398,,,,,,
Czechia,Snack Food,Price per Unit,Average,USD (US$),Statista,6.589,5.735,5.877,6.438,7.251,7.247,7.492,8.487,9.268,9.498,9.712,9.93,10.12,10.35
Czechia,Snack Food,Price per Unit,Cookies & Crackers,USD (US$),Statista,4.696,4.009,4.098,4.428,4.907,4.823,4.891,5.457,5.946,6.082,6.204,6.328,6.455,6.584
Czechia,Snack Food,Price per Unit,Potato Chips,USD (US$),Statista,10.19,8.825,9.144,10.01,11.24,11.18,11.56,13.08,14.26,14.58,14.88,15.17,15.48,15.79
Czechia,Snack Food,Price per Unit,"Tortilla Chips, Flips & Pretzels",USD (US$),Statista,6.832,5.934,6.166,6.768,7.617,7.599,7.852,8.892,9.689,9.912,10.11,10.31,10.52,10.73
Czechia,Snack Food,Revenue,Total,billion USD (US$),Statista,0.577,0.501,0.526,0.58,0.642,0.664,0.693,0.796,0.873,0.902,0.944,0.986,1.026,1.057
Czechia,Snack Food,Revenue,Cookies & Crackers,billion USD (US$),Statista,0.179,0.146,0.155,0.163,0.172,0.169,0.169,0.186,0.2,0.204,0.207,0.21,0.219,0.215
Czechia,Snack Food,Revenue,Potato Chips,billion USD (US$),Statista,0.182,0.161,0.161,0.175,0.194,0.203,0.214,0.247,0.27,0.278,0.286,0.294,0.305,0.303
Czechia,Snack Food,Revenue,"Tortilla Chips, Flips & Pretzels",billion USD (US$),Statista,0.216,0.194,0.211,0.242,0.276,0.292,0.31,0.363,0.403,0.421,0.451,0.483,0.502,0.538
Czechia,Snack Food,Revenue Change,Total,percent,Statista,,-13.13,4.965,10.106,10.749,3.474,4.336,14.848,9.675,3.38,4.555,4.547,4.015,3.021
Czechia,Snack Food,Revenue Change,Cookies & Crackers,percent,Statista,,-18.029,5.874,5.355,5.266,-1.571,-0.414,10.326,7.746,1.747,1.521,1.45,4.431,-1.734
Czechia,Snack Food,Revenue Change,Potato Chips,percent,Statista,,-11.471,-0.31,8.644,11.105,4.688,5.512,15.065,9.364,2.965,2.88,2.764,3.95,-0.721
Czechia,Snack Food,Revenue Change,"Tortilla Chips, Flips & Pretzels",percent,Statista,,-10.485,8.669,14.767,14.15,5.763,6.271,17.156,10.873,4.494,7.128,7.053,3.915,7.356
Czechia,Snack Food,Average Revenue per Capita,Total,USD (US$),Statista,54.51,47.31,49.57,54.47,60.18,62.14,64.71,74.21,81.3,83.98,87.75,91.7,95.37,98.25
Czechia,Snack Food,Average Revenue per Capita,Cookies & Crackers,USD (US$),Statista,16.87,13.8,14.6,15.34,16.12,15.83,15.73,17.34,18.65,18.96,19.24,19.51,20.38,20.02
Czechia,Snack Food,Average Revenue per Capita,Potato Chips,USD (US$),Statista,17.2,15.22,15.14,16.41,18.2,19.01,20.02,23.01,25.13,25.85,26.58,27.31,28.38,28.18
Czechia,Snack Food,Average Revenue per Capita,"Tortilla Chips, Flips & Pretzels",USD (US$),Statista,20.45,18.28,19.83,22.72,25.86,27.3,28.96,33.87,37.51,39.16,41.94,44.88,46.62,50.06
Czechia,Snack Food,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.722,99.692,99.658,99.62,99.577,99.529,,
Czechia,Snack Food,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.278,0.308,0.342,0.38,0.423,0.471,,
Czechia,Snack Food,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Snack Food,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Snack Food,Volume,Total,million kilograms,Statista,87.616,87.449,89.563,90.038,88.522,91.66,92.497,93.784,94.177,95.006,97.154,99.336,101.376,102.11
Czechia,Snack Food,Volume,Cookies & Crackers,million kilograms,Statista,38.047,36.502,37.829,36.877,35.031,35.084,34.452,34.076,33.683,33.503,33.346,33.165,33.967,32.715
Czechia,Snack Food,Volume,Potato Chips,million kilograms,Statista,17.875,18.283,17.586,17.447,17.276,18.172,18.55,18.856,18.924,19.044,19.209,19.358,19.725,19.201
Czechia,Snack Food,Volume,"Tortilla Chips, Flips & Pretzels",million kilograms,Statista,31.695,32.664,34.148,35.715,36.215,38.404,39.495,40.851,41.569,42.459,44.6,46.812,47.685,50.194
Czechia,Snack Food,Volume Change,Total,percent,Statista,,-0.191,2.417,0.531,-1.684,3.545,0.913,1.392,0.419,0.88,2.261,2.245,2.054,0.723
Czechia,Snack Food,Volume Change,Cookies & Crackers,percent,Statista,,-4.059,3.635,-2.518,-5.004,0.15,-1.802,-1.09,-1.153,-0.535,-0.469,-0.541,2.415,-3.685
Czechia,Snack Food,Volume Change,Potato Chips,percent,Statista,,2.282,-3.812,-0.792,-0.98,5.187,2.084,1.65,0.361,0.631,0.866,0.776,1.895,-2.656
Czechia,Snack Food,Volume Change,"Tortilla Chips, Flips & Pretzels",percent,Statista,,3.056,4.543,4.589,1.4,6.045,2.838,3.435,1.758,2.141,5.041,4.962,1.864,5.262
Czechia,Snack Food,Average Volume per Capita,Total,kilograms,Statista,8.273,8.249,8.434,8.461,8.3,8.575,8.637,8.745,8.771,8.841,9.036,9.235,9.423,9.491
Czechia,Snack Food,Average Volume per Capita,Cookies & Crackers,kilograms,Statista,3.592,3.443,3.562,3.466,3.284,3.282,3.217,3.177,3.137,3.118,3.101,3.083,3.157,3.041
Czechia,Snack Food,Average Volume per Capita,Potato Chips,kilograms,Statista,1.688,1.725,1.656,1.64,1.62,1.7,1.732,1.758,1.763,1.772,1.786,1.8,1.833,1.785
Czechia,Snack Food,Average Volume per Capita,"Tortilla Chips, Flips & Pretzels",kilograms,Statista,2.993,3.081,3.216,3.356,3.395,3.593,3.688,3.809,3.872,3.951,4.148,4.352,4.432,4.665
Czechia,Baby Food,Price per Unit,Average,USD (US$),Statista,3.976,3.473,3.627,4.001,4.524,4.533,4.671,5.286,5.76,5.893,6.01,6.131,6.253,6.378
Czechia,Baby Food,Revenue,Total,million USD (US$),Statista,73.86,64.05,66.77,73.52,80.94,82.99,85.76,97.72,107.5,111.2,115.1,119.2,123.8,122.9
Czechia,Baby Food,Revenue Change,Total,percent,Statista,,-13.282,4.247,10.109,10.092,2.533,3.338,13.946,10.008,3.442,3.507,3.562,3.859,-0.727
Czechia,Baby Food,Average Revenue per Capita,Total,USD (US$),Statista,6.974,6.042,6.288,6.909,7.589,7.764,8.008,9.112,10.01,10.34,10.71,11.08,11.51,11.42
Czechia,Baby Food,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.757,99.724,99.685,99.641,99.59,99.529,,
Czechia,Baby Food,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.243,0.276,0.315,0.359,0.41,0.471,,
Czechia,Baby Food,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Baby Food,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Baby Food,Volume,Total,million kilograms,Statista,18.576,18.446,18.409,18.375,17.89,18.306,18.358,18.486,18.667,18.865,19.156,19.443,19.802,19.269
Czechia,Baby Food,Volume Change,Total,percent,Statista,,-0.701,-0.201,-0.184,-2.641,2.324,0.287,0.696,0.981,1.059,1.542,1.5,1.845,-2.69
Czechia,Baby Food,Average Volume per Capita,Total,kilograms,Statista,1.754,1.74,1.734,1.727,1.677,1.713,1.714,1.724,1.739,1.756,1.782,1.808,1.841,1.791
Czechia,Pet Food,Price per Unit,Average,USD (US$),Statista,1.65,1.43,1.49,1.64,1.84,1.84,1.786,1.999,2.178,2.228,2.272,2.318,2.364,2.411
Czechia,Pet Food,Revenue,Total,billion USD (US$),Statista,0.351,0.355,0.362,0.367,0.374,0.383,0.382,0.387,0.424,0.427,0.431,0.436,0.442,0.451
Czechia,Pet Food,Revenue Change,Total,percent,Statista,,1.139,1.914,1.491,1.905,2.19,-0.131,1.23,9.718,0.66,0.936,1.043,1.514,1.989
Czechia,Pet Food,Average Revenue per Capita,Total,USD (US$),Statista,33.17,33.52,34.1,34.54,35.11,35.8,35.69,36.08,39.54,39.77,40.12,40.51,41.12,41.94
Czechia,Pet Food,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.76,99.727,99.688,99.643,99.591,99.529,,
Czechia,Pet Food,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.24,0.273,0.312,0.357,0.409,0.471,,
Czechia,Pet Food,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Pet Food,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Pet Food,Volume,Total,million kilograms,Statista,212.888,248.467,242.992,224.078,203.517,207.994,213.961,193.601,194.931,191.826,189.829,188.029,187.15,187.114
Czechia,Pet Food,Volume Change,Total,percent,Statista,,16.712,-2.204,-7.784,-9.176,2.2,2.869,-9.516,0.687,-1.593,-1.041,-0.948,-0.467,-0.019
Czechia,Pet Food,Average Volume per Capita,Total,kilograms,Statista,20.101,23.437,22.883,21.058,19.081,19.458,19.98,18.052,18.155,17.851,17.655,17.48,17.395,17.392
Czechia,Bread & Cereal Products,Price per Unit,Average,USD (US$),Statista,1.308,1.095,1.097,1.162,1.262,1.215,1.241,1.384,1.513,1.54,1.568,1.597,1.628,1.65
Czechia,Bread & Cereal Products,Price per Unit,Bread,USD (US$),Statista,1.06,0.883,0.88,0.927,1.002,0.96,0.981,1.093,1.191,1.218,1.243,1.268,1.293,1.319
Czechia,Bread & Cereal Products,Price per Unit,Breakfast Cereals,USD (US$),Statista,3.487,2.962,3.013,3.239,3.572,3.493,3.562,3.984,4.341,4.441,4.53,4.62,4.713,4.807
Czechia,Bread & Cereal Products,Price per Unit,Other Cereal Products,USD (US$),Statista,1.924,1.63,1.653,1.772,1.949,1.902,1.945,2.179,2.374,2.429,2.477,2.527,2.578,2.629
Czechia,Bread & Cereal Products,Price per Unit,Pasta,USD (US$),Statista,1.171,0.996,1.014,1.09,1.204,1.178,1.204,1.349,1.469,1.503,1.533,1.564,1.595,1.627
Czechia,Bread & Cereal Products,Price per Unit,Rice,USD (US$),Statista,1.977,1.679,1.706,1.833,2.021,1.975,2.035,2.29,2.496,2.553,2.604,2.656,2.709,2.764
Czechia,Bread & Cereal Products,Revenue,Total,billion USD (US$),Statista,1.709,1.48,1.541,1.694,1.863,1.907,1.968,2.239,1.815,2.415,2.545,2.667,2.801,2.998
Czechia,Bread & Cereal Products,Revenue,Bread,billion USD (US$),Statista,0.939,0.815,0.85,0.937,1.033,1.06,1.097,1.252,1.006,1.358,1.439,1.514,1.592,1.737
Czechia,Bread & Cereal Products,Revenue,Breakfast Cereals,billion USD (US$),Statista,0.081,0.071,0.074,0.082,0.091,0.093,0.097,0.111,0.089,0.121,0.128,0.135,0.141,0.15
Czechia,Bread & Cereal Products,Revenue,Other Cereal Products,billion USD (US$),Statista,0.514,0.442,0.458,0.5,0.546,0.556,0.57,0.644,0.511,0.681,0.712,0.74,0.775,0.806
Czechia,Bread & Cereal Products,Revenue,Pasta,billion USD (US$),Statista,0.121,0.105,0.109,0.12,0.132,0.135,0.14,0.159,0.127,0.17,0.179,0.187,0.196,0.205
Czechia,Bread & Cereal Products,Revenue,Rice,billion USD (US$),Statista,0.055,0.048,0.05,0.055,0.061,0.062,0.065,0.074,0.081,0.085,0.088,0.092,0.096,0.1
Czechia,Bread & Cereal Products,Revenue Change,Total,percent,Statista,,-13.4,4.122,9.929,9.976,2.362,3.199,13.77,-18.937,33.058,5.383,4.794,5.024,7.033
Czechia,Bread & Cereal Products,Revenue Change,Bread,percent,Statista,,-13.181,4.369,10.23,10.198,2.614,3.491,14.129,-19.649,34.99,5.965,5.212,5.152,9.108
Czechia,Bread & Cereal Products,Revenue Change,Breakfast Cereals,percent,Statista,,-12.806,4.815,10.701,10.68,3.077,3.873,14.533,-19.523,35.099,5.873,5.313,4.822,5.874
Czechia,Bread & Cereal Products,Revenue Change,Other Cereal Products,percent,Statista,,-13.921,3.483,9.268,9.262,1.739,2.555,13.055,-20.674,33.242,4.508,3.906,4.841,4.011
Czechia,Bread & Cereal Products,Revenue Change,Pasta,percent,Statista,,-13.328,4.107,10,10.008,2.426,3.257,13.835,-20.151,34.227,5.17,4.581,4.808,4.536
Czechia,Bread & Cereal Products,Revenue Change,Rice,percent,Statista,,-13.199,4.36,10.214,10.192,2.633,3.432,14.062,10.657,3.918,4.232,4.06,4.261,4.735
Czechia,Bread & Cereal Products,Average Revenue per Capita,Total,USD (US$),Statista,161.4,139.6,145.1,159.2,174.6,178.4,183.8,208.8,169,224.7,236.7,248,260.3,278.7
Czechia,Bread & Cereal Products,Average Revenue per Capita,Bread,USD (US$),Statista,88.61,76.86,80.08,88.09,96.86,99.21,102.4,116.7,93.7,126.4,133.8,140.7,148,161.4
Czechia,Bread & Cereal Products,Average Revenue per Capita,Breakfast Cereals,USD (US$),Statista,7.646,6.661,6.97,7.7,8.502,8.744,9.066,10.37,8.334,11.25,11.91,12.53,13.14,13.91
Czechia,Bread & Cereal Products,Average Revenue per Capita,Other Cereal Products,USD (US$),Statista,48.5,41.7,43.08,46.98,51.21,51.99,53.21,60.08,47.6,63.38,66.19,68.75,72.06,74.96
Czechia,Bread & Cereal Products,Average Revenue per Capita,Pasta,USD (US$),Statista,11.4,9.871,10.26,11.27,12.37,12.64,13.03,14.81,11.81,15.84,16.65,17.41,18.24,19.06
Czechia,Bread & Cereal Products,Average Revenue per Capita,Rice,USD (US$),Statista,5.215,4.522,4.711,5.182,5.697,5.834,6.023,6.86,7.582,7.873,8.201,8.531,8.892,9.314
Czechia,Bread & Cereal Products,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.706,99.677,99.645,99.61,99.572,99.529,,
Czechia,Bread & Cereal Products,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.294,0.323,0.355,0.39,0.428,0.471,,
Czechia,Bread & Cereal Products,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
